address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan,latitude,longitude
Nybrogatan 50,5100000,814.0,2023-03-17,37.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3391445,18.0810138
Thorildsvägen 5,10800000,7383.0,2023-03-17,121.5,4.0,1,0,0,1,0,1,0,0,0,0,59.33246299999999,18.0164509
Bondegatan 1A,7740000,1612.0,2023-03-17,77.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3123941,18.074792
Essingestråket 29,2795000,2708.0,2023-03-17,40.0,2.0,0,0,0,1,0,1,0,0,0,0,59.32015850000001,17.9855533
Bergsundsgatan 14,3425000,3252.0,2023-03-17,37.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31703150000001,18.0286527
Ragvaldsgatan 21,16500000,5392.0,2023-03-17,148.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3175822,18.0688392
Norra Stationsgatan 64B,9750000,5437.0,2023-03-17,93.5,4.0,1,0,0,1,0,0,0,0,0,1,59.3480235,18.037674
Folkungagatan 78A,6700000,4267.0,2023-03-17,68.0,3.0,1,1,0,0,0,0,0,0,1,0,59.3145186,18.0787866
Dalagatan 86 E,3700000,2450.0,2023-03-17,39.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3464409,18.0419166
Essinge Brogata 18,6000000,4865.0,2023-03-17,78.5,3.5,1,0,0,1,0,1,0,0,0,0,59.3251751,18.0050947
Teknologgatan 7 C,5995000,3461.0,2023-03-17,59.0,2.0,0,0,0,0,0,0,0,0,0,1,59.33934670000001,18.0529507
Floragatan 5,5250000,1628.0,2023-03-17,40.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3418654,18.0745131
Adlerbethsgatan 17,3225000,1939.0,2023-03-17,34.0,1.5,0,0,0,0,0,1,0,0,0,0,59.33103980000001,18.0051148
Sankt Eriksgatan 24,4700000,1337.0,2023-03-17,55.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3317683,18.031246
Igeldammsgatan 22E,6450000,3834.0,2023-03-17,54.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3373673,18.0243436
Kungstensgatan 65,12500000,2591.0,2023-03-17,100.0,4.5,1,0,0,1,0,0,0,0,0,1,59.3391524,18.0494157
Luxgatan 7,3700000,2884.0,2023-03-17,46.0,2.5,1,0,0,1,0,1,0,0,0,0,59.3243204,18.0086907
Emmy Rappes gata 3,3650000,2200.0,2023-03-17,30.0,1.0,1,0,0,1,0,0,0,0,0,1,59.34836519999999,18.0332389
Birger Sjöbergs Väg 3,7425000,3947.0,2023-03-17,74.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3315716,17.9988891
Bergsgatan 49,3100000,1540.0,2023-03-17,31.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3305398,18.0374299
Högbergsgatan 76C,8200000,4712.0,2023-03-17,94.0,3.5,1,0,0,1,0,0,0,0,1,0,59.31510460000001,18.0596633
Frejgatan 56,11150000,3833.0,2023-03-17,110.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3437565,18.0423608
Falugatan 5,8175000,3910.0,2023-03-17,74.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3431766,18.0374333
Skånegatan 80,4550000,1818.0,2023-03-17,46.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3121178,18.0797361
Torbjörn Klockares gata 21,5300000,2240.0,2023-03-17,58.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3452745,18.0355358
Rindögatan 7,5450000,3594.0,2023-03-17,55.0,2.0,1,0,0,1,0,0,0,1,0,0,59.3476812,18.0947153
Hantverkargatan 85,10100000,5617.0,2023-03-17,104.5,4.0,1,0,0,1,0,1,0,0,0,0,59.3312912,18.0292842
David Bagares gata 14,6700000,1524.0,2023-03-17,62.0,2.0,0,0,0,0,0,0,1,0,0,0,59.3372922,18.0678695
Bondegatan 72 B,6825000,3818.0,2023-03-16,71.0,4.0,1,0,0,0,0,0,0,0,1,0,59.3138387,18.0885014
Bellmansgatan 23 A,9100000,3522.0,2023-03-16,80.0,4.0,0,0,0,1,0,0,0,0,1,0,59.3173461,18.0667691
Oxenstiernsgatan 35,3320000,2245.0,2023-03-16,40.0,2.0,1,1,0,0,0,0,0,1,0,0,59.33723399999999,18.1019915
Furusundsgatan 11,3800000,2355.0,2023-03-16,34.0,2.0,1,0,0,1,1,0,0,0,0,0,59.34726389999999,18.0980116
Karlbergsvägen 87A,3500000,1911.0,2023-03-16,33.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3430608,18.0276505
Robert Almströmsgatan 9A,5650000,2602.0,2023-03-16,56.0,2.0,1,0,0,0,0,0,0,0,0,1,59.33930879999999,18.0333728
Kristinebergsvägen 7,3600000,2042.0,2023-03-16,37.5,1.5,0,0,0,0,0,1,0,0,0,0,59.33263159999999,18.0140434
Bergsgatan 51,5495000,1491.0,2023-03-16,55.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3306418,18.0371054
Sankt eriksgatan 4,2600000,1488.0,2023-03-16,23.0,1.0,1,0,0,0,0,1,0,0,0,0,59.32918429999999,18.0292233
Västmannagatan 86,3300000,1481.0,2023-03-16,29.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3455902,18.0442187
John Bergs Plan 7,3850000,2898.0,2023-03-16,38.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3369168,18.0225279
Odengatan 71,12500000,6596.0,2023-03-16,115.0,4.0,1,0,0,1,0,0,0,0,0,1,59.34253169999999,18.0508537
Karlavägen 78,33000000,9686.0,2023-03-16,170.0,4.0,1,0,0,1,0,0,0,1,0,0,59.33777629999999,18.0885485
Sankt Eriksgatan 19,3550000,1139.0,2023-03-16,34.0,1.0,1,0,0,0,0,1,0,0,0,0,59.33075220000001,18.0301997
Lehusens gränd 2,6500000,3755.0,2023-03-16,73.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3121316,18.0602888
Ola Hanssonsgatan 5,3650000,2462.0,2023-03-16,37.0,2.0,0,0,0,1,0,1,0,0,0,0,59.3338386,18.0002934
Rutger Fuchsgatan 9,3020000,2158.0,2023-03-16,32.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3068589,18.0784381
Birger Jarlsgatan 104A,2850000,1524.0,2023-03-16,21.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3479131,18.0619993
Lundagatan 42B,3650000,2062.0,2023-03-16,40.5,2.0,1,0,0,0,0,0,0,0,1,0,59.3187223,18.0447489
Kristinebergsvägen 40,5950000,3341.0,2023-03-16,71.0,3.0,1,0,0,1,0,1,0,0,0,0,59.33351589999999,18.0129677
Gotlandsgatan 37,5110000,4678.0,2023-03-16,62.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3099046,18.0765214
Primusgatan 50,3400000,3067.0,2023-03-16,46.0,2.0,1,1,0,0,0,1,0,0,0,0,59.3237877,18.0010521
Pontonjärgatan 34,12550000,4689.0,2023-03-16,107.0,3.5,1,1,0,1,0,1,0,0,0,0,59.3298936,18.0287196
Kapellgränd 6B,7100000,3313.0,2023-03-16,59.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31585339999999,18.0735895
Furusundsgatan 8,2800000,1381.0,2023-03-16,26.0,1.0,1,0,0,1,1,0,0,0,0,0,59.3475462,18.0964689
Fridhemsgatan 15,7100000,4205.0,2023-03-16,80.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3314023,18.0274578
Östermalmstorg 5,14400000,4577.0,2023-03-16,101.0,4.0,1,0,0,0,0,0,0,1,0,0,59.33584210000001,18.0792176
Ekhagsvägen 2,4250000,2512.0,2023-03-16,64.0,2.5,0,0,0,0,1,0,0,0,0,0,59.3710033,18.0549323
Ringvägen 112,8000000,3482.0,2023-03-16,84.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3079092,18.0794658
Skeppargatan 5,25000000,9230.0,2023-03-16,169.0,5.0,0,0,0,0,0,0,0,1,0,0,59.3323516,18.0815402
Reimersholmsgatan 79,9800000,7043.0,2023-03-16,104.5,4.0,1,0,0,1,0,0,0,0,1,0,59.3174568,18.0177652
Karlsviksgatan 10,6750000,3046.0,2023-03-16,63.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3301676,18.0289213
Wivalliusgatan 30,5495000,4211.0,2023-03-16,70.5,3.0,0,1,0,0,0,1,0,0,0,0,59.3260203,18.0135577
Harry Martinsons gata 10,4500000,2864.0,2023-03-16,55.5,2.0,1,0,0,1,0,1,0,0,0,0,59.3399692,18.0072478
Skeppargatan 52,11100000,3792.0,2023-03-15,81.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3369624,18.0855063
Furusundsgatan 14,5770000,3261.0,2023-03-15,59.0,3.0,1,0,0,1,0,0,0,1,0,0,59.346574,18.0983049
Birkagatan 31,10050000,3439.0,2023-03-15,84.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3417557,18.0355765
Tomtebogatan 32A,6380000,3341.0,2023-03-15,57.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3420665,18.0299352
Åsögatan 168,9950000,5251.0,2023-03-15,97.0,4.0,1,0,0,1,0,0,0,0,1,0,59.31424740000001,18.0852571
Ölandsgatan 49C,5000000,2311.0,2023-03-15,58.0,2.0,0,0,0,0,0,0,0,0,1,0,59.3090383,18.0775153
Surbrunnsgatan 5,3250000,996.0,2023-03-15,27.0,1.0,1,0,0,0,0,0,0,1,0,0,59.347034,18.0643732
Majorsgatan 4,5210000,276.0,2023-03-15,39.0,2.5,1,0,0,0,0,0,0,1,0,0,59.33649740000001,18.0778733
Karlavägen 52,8500000,1454.0,2023-03-15,71.0,3.0,1,0,0,0,0,0,0,1,0,0,59.3392746,18.0813485
Bråvallagatan 3,4550000,2638.0,2023-03-15,42.0,2.0,1,0,0,0,0,0,0,0,0,1,59.33850260000001,18.0342428
Brantingsgatan 45,8800000,4048.0,2023-03-15,80.7,3.0,1,0,0,1,1,0,0,0,0,0,59.3448413,18.0991113
Norrtullsgatan 30,4500000,2538.0,2023-03-15,44.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3488067,18.0457507
Metargatan 7,7550000,4378.0,2023-03-15,70.0,3.0,1,0,0,1,0,0,0,0,1,0,59.30842320000001,18.0849122
Hagagatan 17 N,5850000,3421.0,2023-03-15,67.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3451443,18.0513543
Sysslomansgatan 14,12700000,1475.0,2023-03-15,140.0,4.0,1,0,0,1,0,1,0,0,0,0,59.3313391,18.0254748
Tomtebogatan 42,9625000,3659.0,2023-03-15,89.0,4.0,1,0,0,0,0,0,0,0,0,1,59.34233810000001,18.0281306
Hälsingegatan 18A,7730000,2184.0,2023-03-15,64.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3447618,18.0412842
Rindögatan 9,5200000,3749.0,2023-03-15,54.0,2.0,1,0,0,1,1,0,0,0,0,0,59.34756309999999,18.0948605
Folkungagatan 67,3260000,1110.0,2023-03-15,32.0,1.5,1,0,0,1,0,0,0,0,1,0,59.31493409999999,18.0777679
Roslagsgatan 49,3200000,1649.0,2023-03-15,29.5,1.0,1,0,0,0,0,0,0,0,0,1,59.35002369999999,18.0560032
Idungatan 5,4300000,2333.0,2023-03-15,45.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3479627,18.0476316
Roslagsgatan 62,11350000,2954.0,2023-03-15,97.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3506987,18.0559852
Tjurbergsgatan 38,3740000,2497.0,2023-03-15,41.5,1.5,1,0,0,0,0,0,0,0,1,0,59.3103978,18.0723972
Smedsbacksgatan 7,3700000,2301.0,2023-03-15,36.0,2.0,1,0,0,1,1,0,0,0,0,0,59.3479995,18.0987208
Styrmansgatan 17,27000000,4960.0,2023-03-15,183.0,5.0,0,0,0,0,0,0,0,1,0,0,59.3333208,18.0856966
Fridhemsgatan 10A,4400000,2600.0,2023-03-15,42.0,1.5,1,0,0,1,0,1,0,0,0,0,59.33048569999999,18.0275644
Tideliusgatan 33,7450000,2186.0,2023-03-15,80.0,4.0,1,0,0,1,0,0,0,0,1,0,59.31043549999999,18.0648226
Roslagsgatan 41,7325000,3735.0,2023-03-15,67.0,3.0,0,0,0,0,0,0,0,0,0,1,59.3490463,18.0571624
Sankt Göransgatan 153,2315000,1176.0,2023-03-15,22.5,1.0,1,0,0,0,0,1,0,0,0,0,59.3380237,18.0144012
Lodgatan 1,7495000,2860.0,2023-03-15,71.2,3.0,1,0,0,0,0,0,0,1,0,0,59.3420482,18.0657383
Alströmergatan 32L,4300000,2499.0,2023-03-15,45.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3372385,18.0266434
Valhallavägen 129,3350000,838.0,2023-03-15,25.0,1.0,1,0,0,1,0,0,0,1,0,0,59.3421405,18.0864155
Tjärhovsgatan 22,2100000,2388.0,2023-03-15,19.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3152705,18.0774699
Odengatan 2,11050000,4859.0,2023-03-15,93.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3467338,18.065886
Heleneborgsgatan 7A,4140000,1940.0,2023-03-15,43.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31916379999999,18.0381538
Ölandsgatan 44,4180000,2455.0,2023-03-15,43.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3085513,18.0772041
Vitalisvägen 11,3670000,2126.0,2023-03-15,38.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3300268,18.0058427
Nytorgsgatan 15A,5910000,3675.0,2023-03-15,56.0,2.5,1,0,0,1,0,0,0,0,1,0,59.3165872,18.0813528
Karlbergsvägen 72B,12050000,5113.0,2023-03-15,109.0,4.0,1,0,0,0,0,0,0,0,0,1,59.3429201,18.0302548
Södermannagatan 31,6275000,2250.0,2023-03-15,56.0,2.0,1,0,0,1,0,0,0,0,1,0,59.311686,18.0816277
Magnus Ladulåsgatan 7,4110000,2750.0,2023-03-15,52.0,2.5,1,0,0,0,0,0,0,0,1,0,59.3119391,18.0605455
Rålambsvägen 46,2850000,1820.0,2023-03-15,29.5,1.0,1,0,0,0,0,1,0,0,0,0,59.3299641,18.0045334
Blekingegatan 31 B,3930000,2262.0,2023-03-15,39.0,1.0,0,0,0,1,0,0,0,0,1,0,59.310274,18.0720585
Fatburs brunnsgata 16,9400000,4924.0,2023-03-15,105.0,4.0,1,0,0,1,0,0,0,0,1,0,59.31327580000001,18.064042
Sonja Kovalevskys Gata 3,12300000,5500.0,2023-03-15,111.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3469013,18.034698
Rutger Fuchsgatan 8B,2800000,1031.0,2023-03-15,22.0,1.0,0,0,0,0,0,0,0,0,1,0,59.30700299999999,18.0781006
Emmy rappes gata 3,3500000,2200.0,2023-03-15,31.0,1.5,1,0,0,0,0,0,0,0,0,1,59.34836519999999,18.0332389
Hjalmar Söderbergs väg 10,4550000,3298.0,2023-03-14,53.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3324106,18.0063275
Högalidsgatan 13B,4450000,2150.0,2023-03-14,41.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3179291,18.0329719
Artemisgatan 75,3490000,2272.0,2023-03-14,41.0,2.0,0,0,0,1,1,0,0,0,0,0,59.3565838,18.096007
Högalidsgatan 44B,6800000,3339.0,2023-03-14,57.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3182127,18.0356919
Rindögatan 30,3700000,2581.0,2023-03-14,45.0,2.0,1,0,0,0,0,0,0,1,0,0,59.345586,18.0980498
Ulriksborgsgatan 16,6150000,3649.0,2023-03-14,77.5,3.0,1,0,0,0,0,1,0,0,0,0,59.333996,18.0177933
Ture Nermans gränd 2,3700000,777.0,2023-03-14,38.0,1.5,1,0,0,0,1,0,0,0,0,0,59.329563,18.0302878
Tegelviksgatan 18,3850000,2877.0,2023-03-14,45.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31156319999999,18.0984812
Eyvind Johnsons Gata 7,7040000,4265.0,2023-03-14,92.0,3.5,1,0,0,1,0,1,0,0,0,0,59.3401194,18.0084048
Franzéngatan 74,8300000,4371.0,2023-03-14,92.0,3.0,1,0,0,1,0,1,0,0,0,0,59.33880689999999,18.0051314
Fatburstrappan 16,4300000,4256.0,2023-03-14,62.5,2.0,1,1,0,0,0,0,0,0,1,0,59.3152215,18.0696009
Roslagsgatan 33B,4650000,2436.0,2023-03-14,42.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3484288,18.0577618
Hagaesplanaden 80,7800000,4776.0,2023-03-14,84.0,4.0,1,0,1,1,0,0,0,0,0,1,59.3486554,18.0368854
Sankt Eriksplan 5,10050000,3997.0,2023-03-14,95.0,3.5,1,0,0,1,0,0,0,0,0,1,59.33880920000001,18.0382982
Torsgatan 48 A,18000000,462.0,2023-03-14,159.0,4.5,1,0,0,1,0,0,0,0,0,1,59.34166669999999,18.0377137
Lustgårdsgatan 20,3950000,3423.0,2023-03-14,46.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3371502,18.0122018
Torbjörn klockares gata 23,3875000,2353.0,2023-03-14,36.0,1.5,0,0,0,0,0,0,0,0,0,1,59.3453668,18.0359441
Valhallavägen 46,7025000,4142.0,2023-03-14,73.0,2.0,0,0,0,0,0,0,0,1,0,0,59.34765369999999,18.064271
Älvkarleövägen 8,3100000,3172.0,2023-03-14,44.2,2.0,0,0,0,0,1,0,0,0,0,0,59.35402999999999,18.0959382
Folkungagatan 136A,3350000,1683.0,2023-03-14,31.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3154233,18.0889842
Västmannagatan 13,4700000,3386.0,2023-03-14,35.0,2.0,1,0,0,0,0,0,0,0,0,1,59.33700409999999,18.0519866
Magnus Ladulåsgatan 11,6550000,3861.0,2023-03-14,73.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3119897,18.0610387
Ernst Ahlgrens väg 3,3300000,1939.0,2023-03-14,34.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3308262,18.0048693
Norrbackagatan 26A,7000000,3242.0,2023-03-14,66.0,2.0,1,0,0,1,0,0,0,0,0,1,59.33993629999999,18.0305168
Ängskärsgatan 4,6850000,3493.0,2023-03-14,74.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3427058,18.0967101
Ninni kronbergs gata 16,4350000,3555.0,2023-03-14,46.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3487569,18.0347534
Valhallavägen 22A,3530000,2329.0,2023-03-14,36.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3482578,18.0628926
Kungsholmsgatan 42,5400000,1990.0,2023-03-14,51.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3321838,18.0403507
Smedsbacksgatan 1,3950000,2190.0,2023-03-14,38.0,2.0,1,0,0,1,1,0,0,0,0,0,59.3466171,18.0999424
Sveavägen 97 2,3185000,1512.0,2023-03-14,27.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34572079999999,18.0527355
Brahegatan 37,8575000,1016.0,2023-03-14,59.0,2.0,1,0,0,1,0,0,0,1,0,0,59.3413383,18.0784963
Åsögatan 163,4025000,1184.0,2023-03-14,36.0,1.0,1,0,0,1,0,0,0,0,1,0,59.31445280000001,18.084912
Baltzar von Platens Gata 7 C,5675000,1037.0,2023-03-14,51.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3296733,18.0313793
Atlasgatan 6,11900000,3896.0,2023-03-14,106.0,4.0,0,1,0,1,0,0,0,0,0,1,59.33826999999999,18.0393061
Kungsklippan 11,3920000,3438.0,2023-03-14,45.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3305208,18.0469889
Strindbergsgatan 51,6725000,2770.0,2023-03-14,60.0,3.0,1,0,0,1,1,0,0,0,0,0,59.3413289,18.0952275
Långholmsgatan 18,4610000,2465.0,2023-03-14,43.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3174663,18.0325392
Östgötagatan 19,9450000,5392.0,2023-03-14,82.0,3.0,0,0,0,1,0,0,0,0,1,0,59.31630209999999,18.0757966
Karlavägen 46A,3950000,1341.0,2023-03-14,25.0,1.0,0,0,0,1,0,0,0,1,0,0,59.3395683,18.0798709
Jungfrugatan 19,5200000,1468.0,2023-03-14,44.0,2.0,1,0,0,0,0,0,0,1,0,0,59.33767709999999,18.0823663
Rålambsvägen 16A,6590000,4394.0,2023-03-14,77.5,3.0,1,0,0,1,0,1,0,0,0,0,59.32876590000001,18.0161342
Värtavägen 16,23000000,5334.0,2023-03-14,130.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3392392,18.0936412
Åsögatan 164,6630000,3008.0,2023-03-14,68.0,3.0,1,0,0,1,0,0,0,0,1,0,59.31410760000001,18.0837459
Östermalmsgatan 57,7425000,2834.0,2023-03-14,64.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3418736,18.0783309
Surbrunnsgatan 7,10500000,3664.0,2023-03-14,107.0,3.0,1,1,0,0,0,0,0,1,0,0,59.34693910000001,18.064061
Regeringsgatan 70C,6450000,2853.0,2023-03-13,70.0,2.5,1,0,0,1,0,0,0,1,0,0,59.33683199999999,18.0686438
Rindögatan 4,2660000,1700.0,2023-03-13,22.0,1.5,1,0,0,1,0,0,0,1,0,0,59.3475786,18.0940937
Sysslomansgatan 8,4140000,1920.0,2023-03-13,38.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3313303,18.0263937
Gruvbacken 4,4350000,2631.0,2023-03-13,47.0,1.5,1,0,0,1,0,0,0,0,1,0,59.31377430000001,18.0956128
Valhallavägen 65,4460000,2833.0,2023-03-13,46.0,1.5,1,0,0,1,0,0,0,1,0,0,59.34666679999999,18.0690526
Essingetorget 37,6500000,4277.0,2023-03-13,92.0,3.0,0,0,0,1,0,1,0,0,0,0,59.3203735,17.9886688
Sysslomansgatan 24,2800000,1230.0,2023-03-13,24.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3308815,18.0241341
Lustgårdsgatan 4,6550000,4324.0,2023-03-13,84.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3360444,18.013652
Falugatan 19,6025000,2888.0,2023-03-13,62.0,2.0,0,0,0,0,0,0,0,0,0,1,59.34454919999999,18.0358796
Blekingegatan 16,3900000,2357.0,2023-03-13,45.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3093381,18.0666826
Ludvigsbergsgatan 13,9300000,3496.0,2023-03-13,81.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3196436,18.0554604
Linnégatan 94,4980000,2520.0,2023-03-13,40.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3336738,18.0968593
Ingemarsgatan 7,4550000,2175.0,2023-03-13,35.0,2.0,0,0,0,1,0,0,0,0,0,1,59.3490777,18.0568854
Odengatan 62A,4200000,568.0,2023-03-13,33.0,1.0,0,0,0,1,0,0,0,0,0,1,59.34352500000001,18.0518915
Danderydsgatan 30,16200000,4184.0,2023-03-13,113.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3447749,18.0713904
Hälsingegatan 61,5150000,2501.0,2023-03-13,52.0,1.5,1,0,0,1,0,0,0,0,0,1,59.34829649999999,18.0363521
Linnégatan 39A,9450000,3283.0,2023-03-13,65.0,4.0,0,0,0,0,0,0,0,1,0,0,59.3366832,18.0833282
Smedsbacksgatan 3B,4900000,3211.0,2023-03-12,55.0,3.0,1,0,0,1,0,0,0,1,0,0,59.34724749999999,18.099804
Lilla Erstagatan 6,19700000,8490.0,2023-03-12,191.0,6.5,1,0,0,1,0,0,0,0,1,0,59.3164711,18.0881214
Franzéngatan 52,6995000,3582.0,2023-03-12,79.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3396483,18.0068445
Rindögatan 40,3500000,2739.0,2023-03-12,43.0,2.0,1,0,0,0,1,0,0,0,0,0,59.3451028,18.1001073
Fridhemsgatan 64A (över gården),4900000,3065.0,2023-03-12,48.7,2.0,1,0,0,0,0,1,0,0,0,0,59.33607600000001,18.0325278
Hallandsgatan 32,6050000,3468.0,2023-03-12,66.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3104969,18.068838
Skeppargatan 94,10100000,3241.0,2023-03-12,86.0,3.0,1,0,0,1,1,0,0,0,0,0,59.34192289999999,18.0898691
Furusundsgatan 11,3270000,2355.0,2023-03-11,34.0,2.0,1,0,0,1,0,0,0,1,0,0,59.34726389999999,18.0980116
Nybrogatan 70,3975000,1388.0,2023-03-11,30.0,2.0,1,0,0,0,0,0,0,1,0,0,59.34160319999999,18.0830111
Fridhemsgatan 13,2980000,1443.0,2023-03-11,26.0,1.5,1,0,0,1,0,1,0,0,0,0,59.33128370000001,18.027318
John Ericssonsgatan 11B,7500000,4236.0,2023-03-11,73.0,3.0,1,0,0,1,1,0,0,0,0,0,59.329004,18.037399
Kellgrensgatan 16,4700000,3476.0,2023-03-11,62.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3360444,18.014219
Västmannagatan 18,5100000,2710.0,2023-03-11,45.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3377989,18.0518301
Pontonjärgatan 34,6350000,2989.0,2023-03-11,61.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3298936,18.0287196
Sibyllegatan 9A,7500000,2536.0,2023-03-11,57.0,2.0,0,0,0,1,0,0,0,1,0,0,59.33458599999999,18.0783216
Sankt Eriksgatan 10,4350000,1455.0,2023-03-10,45.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3298515,18.0300411
Roslagsgatan 29,5700000,3845.0,2023-03-10,58.0,2.5,1,0,0,1,0,0,0,0,0,1,59.3480461,18.0581471
Döbelnsgatan 60,5500000,2596.0,2023-03-10,58.0,2.0,1,0,0,0,0,0,0,0,0,1,59.346523,18.0562677
Vanadisvägen 7B ,5500000,2720.0,2023-03-10,60.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3474201,18.0502756
Västgötagatan 17,7100000,3065.0,2023-03-10,86.0,3.0,1,1,0,0,0,0,0,0,1,0,59.3138204,18.0688785
Svedbergsplan 5,3460000,2154.0,2023-03-10,42.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3276065,18.0121778
Sigtunagatan 11,6270000,3490.0,2023-03-10,57.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34171120000001,18.0410966
Tegnérgatan 36,7100000,3112.0,2023-03-10,60.0,2.0,1,0,0,0,0,0,0,0,0,1,59.33781529999999,18.0527744
Fatburs Brunnsgata 32,7250000,4108.0,2023-03-10,81.0,4.0,1,0,0,1,0,0,0,0,1,0,59.31356539999999,18.0668241
Rådmansgatan 74,9800000,2970.0,2023-03-10,91.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3390712,18.05306
Lottens Gata 8,3990000,2878.0,2023-03-10,46.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3114447,18.0975968
Magnus Ladulåsgatan 7,9750000,6491.0,2023-03-10,135.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3119391,18.0605455
Dalagatan 70A,4600000,1479.0,2023-03-10,32.0,1.5,0,0,0,1,0,0,0,0,0,1,59.34440169999999,18.043751
Kungsklippan 11,2460000,2263.0,2023-03-10,24.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3305208,18.0469889
Surbrunnsgatan 16,7050000,3289.0,2023-03-10,66.0,3.0,1,0,0,0,0,0,0,0,0,1,59.346743,18.0621907
Ruddammsbacken 28,8500000,6632.0,2023-03-10,106.0,4.0,1,1,0,1,0,0,0,1,0,0,59.3514853,18.0594288
Långholmsgatan 9D,3950000,2589.0,2023-03-10,36.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3173184,18.0333076
Roslagsgatan 41,3600000,2042.0,2023-03-10,32.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3490463,18.0571624
