address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan,latitude,longitude
Wittstocksgatan 30,9000000,1431.0,2023-03-31,76.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3385054,18.0979277
Norrtullsgatan 36,3550000,1903.0,2023-03-31,33.0,1.5,1,0,0,1,0,0,0,0,0,1,59.3493796,18.0451906
Vulcanusgatan 1,4000000,2206.0,2023-03-31,42.0,1.5,1,0,0,0,0,0,0,0,0,1,59.3379509,18.0367437
Värtavägen 31,6050000,3193.0,2023-03-31,61.0,3.0,1,0,0,0,1,0,0,0,0,0,59.3424757,18.0976664
Sysslomansgatan 8,3800000,2059.0,2023-03-31,41.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3313303,18.0263937
Sandhamnsgatan 21,5295000,2035.0,2023-03-31,59.0,3.0,1,0,0,1,1,0,0,0,0,0,59.3454257,18.1095332
Luntmakargatan 61,11500000,6980.0,2023-03-31,113.0,4.0,1,0,0,1,0,0,1,0,0,0,59.3402462,18.0604536
Skeppargatan 98,2800000,1378.0,2023-03-31,22.5,1.0,1,0,0,0,1,0,0,0,0,0,59.34273700000001,18.0905008
John Ericssonsgatan 15,3900000,1495.0,2023-03-31,35.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3294779,18.0377677
Östgötagatan 66,3850000,902.0,2023-03-31,38.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3085811,18.0792286
Gambrinusgatan 5,3300000,2072.0,2023-03-31,36.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3303142,18.0375441
Kaptensgatan 11,20000000,5208.0,2023-03-31,129.0,4.0,1,0,0,0,0,0,0,1,0,0,59.33287389999999,18.0816957
Rindögatan 30,3835000,2771.0,2023-03-30,38.0,1.5,1,0,0,1,0,0,0,1,0,0,59.345586,18.0980498
Sågargatan 17,5960000,5101.0,2023-03-30,62.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3139545,18.0914801
Kommendörsgatan 4 ,9995000,3950.0,2023-03-30,78.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3392446,18.0763154
Smedsbacksgatan 26,3350000,3218.0,2023-03-30,45.0,2.0,1,0,0,1,1,0,0,0,0,0,59.3487101,18.0988071
Ruddammsvägen 4,3500000,1683.0,2023-03-30,34.0,1.5,1,1,0,1,0,0,0,1,0,0,59.34956270000001,18.0642223
Starrängsringen 45,6175000,1892.0,2023-03-30,57.0,3.0,1,0,0,1,1,0,0,0,0,0,59.3449495,18.0843117
Lindhagensgatan 63,2860000,1728.0,2023-03-30,27.5,1.0,0,0,0,0,0,1,0,0,0,0,59.33311579999999,18.0167545
Nordenflychtsvägen 64,4050000,1579.0,2023-03-30,45.0,1.5,1,0,0,0,0,1,0,0,0,0,59.33822299999999,18.0096641
Bergsgatan 5B,14400000,5129.0,2023-03-30,118.0,4.0,1,0,0,1,0,1,0,0,0,0,59.3291782,18.045964
Norra Agnegatan 34A,11000000,3794.0,2023-03-30,93.0,4.0,1,0,0,1,0,1,0,0,0,0,59.33216059999999,18.0438226
Sankt Eriksgatan 71B,5800000,2462.0,2023-03-30,54.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3386462,18.0356376
Jungfrugatan 28,5850000,2070.0,2023-03-30,50.0,2.0,1,0,0,0,0,0,0,1,0,0,59.338288,18.0832318
Skeppargatan 57,17000000,4044.0,2023-03-30,114.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3381718,18.0860423
Tjustgatan 3,3165000,2334.0,2023-03-30,36.0,1.5,1,0,0,0,0,0,0,0,1,0,59.31215160000001,18.0707427
Fleminggatan 70,8175000,2594.0,2023-03-30,83.0,3.0,1,0,0,1,0,1,0,0,0,0,59.33541119999999,18.0269257
Norra Stationsgatan 64B,4450000,3001.0,2023-03-30,46.5,2.0,1,0,0,1,0,0,0,0,0,1,59.3480235,18.037674
Strålgatan 21,2800000,2735.0,2023-03-30,39.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3239771,18.0057555
Bergsgatan 51,5515000,1491.0,2023-03-30,55.0,2.5,1,0,0,0,0,1,0,0,0,0,59.3306418,18.0371054
Breitenfeldsgatan 1,14500000,3618.0,2023-03-30,83.0,3.0,0,0,0,0,0,0,0,1,0,0,59.33858960000001,18.0945334
Hälsingehöjden 3,7175000,3217.0,2023-03-30,63.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34342840000001,18.0398047
Kristinebergsvägen 14,5770000,3701.0,2023-03-30,71.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3339069,18.0139586
Frejgatan 37,6500000,3477.0,2023-03-30,67.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34689039999999,18.0558976
Svedbergsplan 4,4905000,1145.0,2023-03-30,51.0,2.0,1,0,0,1,0,1,0,0,0,0,59.327832,18.0114558
Roslagsgatan 47,4350000,2568.0,2023-03-30,46.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34972080000001,18.0565019
Franzéngatan 74,5870000,3103.0,2023-03-30,60.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33880689999999,18.0051314
Duvnäsgatan 5,8600000,3395.0,2023-03-29,83.0,4.0,1,0,0,0,0,0,0,0,1,0,59.3132888,18.0946105
Gotlandsgatan 60,4370000,2649.0,2023-03-29,44.0,1.5,1,0,0,1,0,0,0,0,1,0,59.31003639999999,18.0800693
Katarina Bangata 66,6150000,3561.0,2023-03-29,65.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3099015,18.0849557
Samaritgränd 3,4400000,2534.0,2023-03-29,42.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3163972,18.0552042
Celsiusgatan 8,3930000,2105.0,2023-03-29,41.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3331495,18.0393295
Lokstallsgatan 6,3995000,1845.0,2023-03-29,39.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3376999,18.0395683
Lilla Erstagatan 6,16600000,7711.0,2023-03-29,152.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3164711,18.0881214
Tegnérgatan 19,3050000,1198.0,2023-03-29,21.0,1.0,1,0,0,1,0,0,0,0,0,1,59.33989609999999,18.061763
Hantverkargatan 37,3975000,1390.0,2023-03-29,36.0,2.0,1,0,0,1,0,1,0,0,0,0,59.32913079999999,18.0416458
Upplandsgatan 67A,9100000,4338.0,2023-03-29,75.0,3.0,1,0,0,1,0,0,0,0,0,1,59.34396529999999,18.0461511
Bråvallagatan 9B,3700000,2027.0,2023-03-29,34.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3390849,18.0347196
Högbergsgatan 59,7290000,4380.0,2023-03-29,71.0,3.0,1,0,0,0,0,0,0,0,1,0,59.31587039999999,18.0679592
Karlbergsvägen 37B,4800000,840.0,2023-03-29,37.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3423975,18.0389716
Valhallavägen 131,2970000,1116.0,2023-03-29,23.0,1.0,1,0,0,1,0,0,0,1,0,0,59.3420607,18.0867333
Starrängsringen 25,6200000,2932.0,2023-03-29,58.0,2.0,1,0,0,1,1,0,0,0,0,0,59.34383829999999,18.0857626
Katarina Bangata 62,3350000,2244.0,2023-03-29,36.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3100653,18.0843238
Fleminggatan 35,9750000,3679.0,2023-03-29,100.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3331333,18.0418221
Alsnögatan 22,6350000,4800.0,2023-03-29,78.6,3.0,1,0,0,1,0,0,0,0,1,0,59.3122093,18.1006475
Erik Dahlbergsgatan 71,6225000,3622.0,2023-03-29,70.0,3.0,1,0,0,1,1,0,0,0,0,0,59.34649030000001,18.0926853
Öregrundsgatan 15,4650000,2927.0,2023-03-29,60.5,2.0,1,0,0,1,0,0,0,1,0,0,59.3449458,18.1131461
Frejgatan 49,11700000,2826.0,2023-03-29,103.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3461886,18.0528963
Nybrogatan 73,18500000,2324.0,2023-03-29,107.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3402076,18.0813798
Love Almqvists väg 4B,3360000,3243.0,2023-03-29,38.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33480780000001,18.0023359
Blekingegatan 12,3750000,2386.0,2023-03-29,36.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3091902,18.0659459
Eastmansvägen 11,16220000,5277.0,2023-03-29,120.0,5.0,1,0,0,1,0,0,0,0,0,1,59.33976089999999,18.045884
Åsögatan 181,5490000,2346.0,2023-03-29,49.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31478899999999,18.0894883
Sandelsgatan 35,4510000,2198.0,2023-03-29,41.0,2.0,1,0,0,1,1,0,0,0,0,0,59.343963,18.0937802
Folkskolegatan 12,3650000,3176.0,2023-03-29,41.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3171243,18.0298918
Hagaesplanaden 74,4750000,2899.0,2023-03-29,46.5,2.0,1,0,0,1,0,0,0,0,0,1,59.3486365,18.0371827
Ingemarsgatan 4,8700000,4375.0,2023-03-29,99.0,4.0,1,0,0,1,0,0,0,0,0,1,59.34959709999999,18.0576493
Alströmergatan 32 I,7450000,5141.0,2023-03-29,89.0,4.5,1,0,0,1,0,1,0,0,0,0,59.33746069999999,18.0265632
Nina Einhorns Gata 10,6200000,4130.0,2023-03-29,71.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3478256,18.0352029
Dalagatan 35A,6425000,2824.0,2023-03-29,54.0,3.0,1,0,0,0,0,0,0,0,0,1,59.3446146,18.0423991
Ernst Ahlgrens Väg 10,3700000,2282.0,2023-03-29,41.0,2.0,0,0,0,1,0,1,0,0,0,0,59.3304854,18.003931
Bergsundsgatan 4,2775000,1084.0,2023-03-29,26.0,1.0,1,1,0,0,0,0,0,0,1,0,59.3180186,18.0282623
Fatburs Brunnsgata 18,5180000,3334.0,2023-03-29,61.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3134011,18.0639813
Rålambshovsleden 38,7945000,4686.0,2023-03-29,84.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3309763,18.0224211
Nackagatan 20,5810000,5649.0,2023-03-29,75.5,3.0,1,0,0,1,0,0,0,0,1,0,59.31039289999999,18.099474
Kocksgatan 58,4250000,1993.0,2023-03-29,46.0,2.0,0,1,0,0,0,0,0,0,1,0,59.314906,18.0849359
Kronobergsgatan 25 Lgh 1204,7025000,5221.0,2023-03-29,86.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3337526,18.0339816
Valhallavägen 42,5495000,2483.0,2023-03-28,52.0,2.0,1,0,0,1,0,0,0,1,0,0,59.34782629999999,18.0640919
Dalagatan 70,9900000,3960.0,2023-03-28,80.5,3.0,0,0,0,1,0,0,0,0,0,1,59.3443104,18.0433579
Ulriksborgsgatan 16,7500000,4391.0,2023-03-28,97.0,4.0,1,0,0,1,0,1,0,0,0,0,59.333996,18.0177933
Sankt Eriksgatan 84,5900000,1909.0,2023-03-28,64.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3404298,18.0374821
Torsgatan 48B,8400000,236.0,2023-03-28,70.0,2.5,0,0,0,0,0,0,0,0,0,1,59.34192429999999,18.0374433
Robert Almströmsgatan 12,4350000,2028.0,2023-03-28,35.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3392122,18.0338494
Norrtullsgatan 36,3450000,1903.0,2023-03-28,33.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3493796,18.0451906
Upplandsgatan 22,13700000,4520.0,2023-03-28,98.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3392277,18.0522909
Torsgatan 27,3000000,1990.0,2023-03-28,29.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3383075,18.039857
Banérgatan 41,10000000,2935.0,2023-03-28,76.0,3.0,1,0,0,0,0,0,0,1,0,0,59.3376902,18.09499
Kungsholms strand 171,4000000,2282.0,2023-03-28,41.0,1.0,1,0,0,0,0,1,0,0,0,0,59.33841669999999,18.0243137
Tomtebogatan 49A,5250000,3257.0,2023-03-28,47.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3419636,18.0272812
Birkagatan 27,10850000,4259.0,2023-03-28,90.0,3.5,1,0,0,1,0,0,0,0,0,1,59.3411011,18.0351273
David Bagares gata 26 A,10550000,3962.0,2023-03-28,89.0,3.0,1,0,0,1,0,0,1,0,0,0,59.3372608,18.0658359
Krukmakargatan 38,2670000,2141.0,2023-03-28,22.0,1.0,0,0,0,0,0,0,0,0,1,0,59.31696849999999,18.0517827
Vintertullstorget 40,6795000,5308.0,2023-03-28,75.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3074083,18.0917697
Drottningholmsvägen 1,12700000,6126.0,2023-03-28,118.0,4.0,1,0,0,0,0,1,0,0,0,0,59.3318393,18.0328448
Kommendörsgatan 6,6475000,1950.0,2023-03-28,49.0,2.0,0,0,0,0,0,0,0,1,0,0,59.339148,18.0765129
Lundagatan 42A,4070000,2105.0,2023-03-28,41.5,2.0,1,0,0,0,0,0,0,0,1,0,59.3185728,18.0448016
Parkgatan 14,6020000,3753.0,2023-03-28,56.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3333836,18.0356373
Sveavägen 133,6575000,3737.0,2023-03-28,72.0,3.0,1,0,0,0,0,0,0,0,0,1,59.34874379999999,18.0506271
Artillerigatan 75,4650000,1801.0,2023-03-28,37.0,1.5,1,0,0,0,0,0,0,1,0,0,59.34072320000001,18.0858904
Tulegatan 49,9750000,4075.0,2023-03-28,91.0,3.5,1,0,0,1,0,0,0,0,0,1,59.3466192,18.0575469
Olof dalins väg 20,3950000,3026.0,2023-03-28,46.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3364148,17.9987795
Folkungagatan 108,4450000,1266.0,2023-03-28,38.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3152961,18.0835506
Drottningholmsvägen 17,6320000,2457.0,2023-03-28,59.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33177209999999,18.0296159
Untravägen 23,3325000,3524.0,2023-03-28,44.2,2.0,0,0,0,0,1,0,0,0,0,0,59.3536848,18.0934157
Norra Stationsgatan 64A,3600000,2428.0,2023-03-28,35.0,2.0,1,0,1,1,0,0,0,0,0,1,59.3480558,18.0376415
Nybrogatan 66,4050000,1501.0,2023-03-28,31.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3412703,18.0827123
Skeppargatan 77,4350000,2483.0,2023-03-28,42.0,2.0,1,0,0,1,1,0,0,0,0,0,59.3428018,18.0899485
Primusgatan 69,6125000,4568.0,2023-03-28,75.5,3.0,1,0,0,1,0,1,0,0,0,0,59.32360680000001,18.0035071
Erik Dahlbergsgatan 29A,4550000,2088.0,2023-03-27,33.0,2.0,1,0,0,1,0,0,0,1,0,0,59.3428076,18.0914325
Norra Stationsgatan 95A,7500000,3934.0,2023-03-27,91.0,4.0,1,0,0,1,0,0,0,0,0,1,59.34503039999999,18.0312305
Högalidsgatan 31,2600000,2097.0,2023-03-27,26.0,1.0,1,0,0,0,0,0,0,0,1,0,59.31829159999999,18.0292671
Ninni Kronbergs gata 10,3350000,2506.0,2023-03-27,33.5,1.0,1,0,0,0,0,0,0,0,0,1,59.3486775,18.034463
Hornsgatan 57B,14100000,2498.0,2023-03-27,146.0,4.0,1,0,0,0,0,0,0,0,1,0,59.3178446,18.0556102
Johannesgatan 3,8500000,2988.0,2023-03-27,67.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3375006,18.0659098
Sankt Göransgatan 153,2500000,1721.0,2023-03-27,24.5,1.0,1,0,0,0,0,1,0,0,0,0,59.3380237,18.0144012
Västmannagatan 52,3100000,1686.0,2023-03-27,29.0,1.0,1,0,0,1,0,0,0,0,0,1,59.34145349999999,18.0482698
Flintbacken 6,6465000,4118.0,2023-03-27,80.5,3.0,1,0,0,1,0,0,0,0,1,0,59.31039289999999,18.0506243
Rindögatan 40,3000000,1695.0,2023-03-27,25.0,1.0,1,0,0,1,1,0,0,0,0,0,59.3451028,18.1001073
Sandelsgatan 35,4400000,2261.0,2023-03-27,36.0,2.0,1,0,0,1,1,0,0,0,0,0,59.343963,18.0937802
Hornsgatan 107,5150000,2926.0,2023-03-27,64.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31608130000001,18.0416628
Götgatan 99,11350000,3399.0,2023-03-27,133.0,4.5,1,0,0,0,0,0,0,0,1,0,59.30745939999999,18.0770364
Kungsholms strand 179,4380000,2328.0,2023-03-27,43.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3386392,18.0232058
Brännkyrkagatan 52,7600000,3939.0,2023-03-27,75.0,4.0,1,0,0,0,0,0,0,0,1,0,59.31911999999999,18.0586047
Tjurbergsgatan 38,3900000,2354.0,2023-03-27,39.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3103978,18.0723972
Tomtebogatan 31,3110000,1153.0,2023-03-27,23.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34151499999999,18.0300222
Fleminggatan 73,6320000,4334.0,2023-03-27,74.0,2.5,1,0,0,0,0,1,0,0,0,0,59.3340213,18.0345434
Värtavägen 59,2320000,1201.0,2023-03-27,22.0,1.0,0,0,0,0,1,0,0,0,0,0,59.34752450000001,18.1018719
Sankt Eriksgatan 24,7350000,1679.0,2023-03-27,76.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3317683,18.031246
Norra Agnegatan 38,6150000,2420.0,2023-03-27,60.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33256420000001,18.0434384
Sveavägen 99,3900000,1909.0,2023-03-27,38.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34582140000001,18.0526427
Creutzgatan 11,3580000,2094.0,2023-03-27,37.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3325953,18.014689
Grevgatan 20,3600000,1499.0,2023-03-27,26.0,1.0,1,0,0,0,0,0,0,1,0,0,59.333566,18.084672
Grevgatan 40,4100000,1882.0,2023-03-27,33.0,2.0,0,0,0,0,0,0,0,1,0,0,59.33538799999999,18.0861059
Gävlegatan 36B,5550000,3393.0,2023-03-27,47.6,2.0,1,0,0,0,0,0,0,0,0,1,59.3481732,18.0326672
Grevgatan 39 med balkong,16330000,5829.0,2023-03-27,142.0,5.0,1,0,0,1,0,0,0,1,0,0,59.3357235,18.0857115
Norr Mälarstrand 94,3150000,1559.0,2023-03-26,24.0,1.0,1,0,0,1,0,1,0,0,0,0,59.33044229999999,18.0254209
Fryxellsgatan 3 B ,5725000,2566.0,2023-03-26,61.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3430511,18.0648062
Cardellgatan 4,6200000,3741.0,2023-03-26,53.0,2.0,1,1,0,0,0,0,0,1,0,0,59.33872049999999,18.0759543
Medborgarplatsen 11,6000000,4578.0,2023-03-26,70.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3151812,18.0708658
Erstagatan 11,4800000,2273.0,2023-03-26,44.0,2.0,0,0,0,0,0,0,0,0,1,0,59.31499599999999,18.0902997
Riddargatan 29D,7900000,1906.0,2023-03-26,66.0,2.0,0,0,0,1,0,0,0,1,0,0,59.33307560000001,18.0847163
Hälsingegatan 61,5100000,2501.0,2023-03-26,52.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34829649999999,18.0363521
Sara Lidmans gata 4,5850000,2462.0,2023-03-26,68.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33842730000001,18.0033869
Furusundsgatan 8,3300000,1646.0,2023-03-26,31.0,1.0,1,0,0,1,1,0,0,0,0,0,59.3475462,18.0964689
Tullgårdsgatan 10,7700000,3620.0,2023-03-25,74.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3056332,18.0848817
Adolf fredriks kyrkogata 3,6700000,3089.0,2023-03-25,61.0,2.0,1,0,0,1,0,0,0,0,0,1,59.33774999999999,18.062623
Bondegatan 4,12050000,3285.0,2023-03-25,99.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3123709,18.075871
Primusgatan 69,6195000,4825.0,2023-03-25,81.0,4.0,1,1,0,0,0,1,0,0,0,0,59.32360680000001,18.0035071
Upplandsgatan 64,16250000,5187.0,2023-03-24,143.0,5.0,1,0,0,0,0,0,0,0,0,1,59.3445019,18.0469522
Melodislingan 46,9400000,5915.0,2023-03-24,81.0,3.0,1,0,0,1,1,0,0,0,0,0,59.34512040000001,18.0817565
Timmermansgatan 37,7800000,4593.0,2023-03-24,83.0,3.5,1,0,0,0,0,0,0,0,1,0,59.31495759999999,18.0618237
Wivalliusgatan 6,11650000,6743.0,2023-03-24,119.5,5.0,0,1,0,1,0,1,0,0,0,0,59.32612289999999,18.0130589
Strindbergsgatan 51,6675000,2859.0,2023-03-24,61.0,2.5,1,0,0,1,0,0,0,1,0,0,59.3413289,18.0952275
Kungsklippan 12,3000000,2896.0,2023-03-24,30.5,1.0,1,0,0,1,0,1,0,0,0,0,59.33019580000001,18.0484427
Fleminggatan 40A,3600000,1990.0,2023-03-24,40.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3344608,18.0342758
Karlbergsvägen 58,3925000,1196.0,2023-03-24,33.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3426521,18.0346725
Upplandsgatan 84,15000000,2832.0,2023-03-24,118.0,5.0,1,0,0,1,0,0,0,0,0,1,59.3466107,18.0448533
Katarina Bangata 65,2850000,1579.0,2023-03-24,28.0,1.0,1,0,0,1,0,0,0,0,1,0,59.30910230000001,18.0882862
Erik Dahlbergsgatan 63,10200000,4795.0,2023-03-24,104.0,4.0,1,0,0,1,1,0,0,0,0,0,59.34600649999999,18.0928916
Linnégatan 17A,3210000,1326.0,2023-03-24,26.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3377261,18.0783365
Hornsgatan 55A,5850000,2094.0,2023-03-24,53.0,2.0,0,0,0,1,0,0,0,0,1,0,59.3178604,18.0561573
Tomtebogatan 26A,4525000,1977.0,2023-03-24,39.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3415059,18.0310855
Surbrunnsgatan 1,10500000,2567.0,2023-03-24,78.0,2.0,1,0,0,1,0,0,0,1,0,0,59.347143,18.065003
Maria Skolgata 87,4900000,3118.0,2023-03-24,46.0,2.0,1,0,0,0,0,0,0,0,1,0,59.314749,18.0536432
Nybrogatan 57,15375000,5577.0,2023-03-24,115.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3381388,18.0797673
Sankt Eriksgatan 52A,8300000,3087.0,2023-03-24,68.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3357169,18.0345543
Roslagsgatan 26,5080000,2301.0,2023-03-24,55.4,2.0,1,0,0,0,0,0,0,0,0,1,59.3471642,18.0595485
Tyskbagargatan 14,10500000,2824.0,2023-03-24,66.1,3.0,1,0,0,1,0,0,0,1,0,0,59.3395257,18.0848842
Karlavägen 20B,6750000,816.0,2023-03-24,56.0,2.5,1,0,0,1,0,0,0,1,0,0,59.34260519999999,18.067878
Sibyllegatan 31,3800000,907.0,2023-03-24,29.0,1.0,1,1,0,0,0,0,0,1,0,0,59.33653649999999,18.0800361
Åsögatan 167,6500000,3475.0,2023-03-24,60.0,2.0,0,0,0,1,0,0,0,0,1,0,59.3145352,18.0855695
Strålgatan 21,3150000,2735.0,2023-03-24,39.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3239771,18.0057555
Metargatan 13,7900000,3398.0,2023-03-24,85.0,3.0,0,0,0,1,0,0,0,0,1,0,59.30848779999999,18.0864083
Götgatan 101,3450000,1978.0,2023-03-24,38.0,1.5,1,0,0,0,0,0,0,0,1,0,59.30731340000001,18.0772245
Tavastgatan 16,5750000,2316.0,2023-03-24,47.0,2.0,1,0,0,1,0,0,0,0,1,0,59.319954,18.061869
Vanadisvägen 11A,4600000,1714.0,2023-03-24,47.0,1.0,1,0,0,1,0,0,0,0,0,1,59.34679809999999,18.0479882
Strålgatan 8,4665000,4807.0,2023-03-24,60.0,2.0,1,0,0,1,0,1,0,0,0,0,59.32446220000001,18.0057417
Kammakargatan 44A,5430000,1545.0,2023-03-23,46.0,2.0,0,0,0,1,0,0,0,0,0,1,59.3379232,18.0563133
Åsögatan 92,4515000,2560.0,2023-03-23,42.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31223679999999,18.0695169
Bjurholmsgatan 14,8600000,0.0,2023-03-23,80.0,3.0,1,0,0,1,0,0,0,0,1,0,59.31049710000001,18.0790089
Metargatan 15,9400000,5131.0,2023-03-23,96.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3085775,18.0869176
Luxgatan 7,3905000,2821.0,2023-03-23,44.0,2.5,1,0,0,1,0,1,0,0,0,0,59.3243204,18.0086907
Verkstadsgatan 5,3300000,2245.0,2023-03-23,38.0,1.5,1,0,0,1,0,0,0,0,1,0,59.3175467,18.0313865
Tegnérgatan 55D,5800000,3149.0,2023-03-23,52.1,2.0,1,0,0,1,0,0,0,0,0,1,59.33684900000001,18.051425
Orvar Odds Väg 2,3850000,2373.0,2023-03-23,40.0,2.0,1,0,0,1,0,1,0,0,0,0,59.32977469999999,17.9997789
Tvätterskevägen 6,3150000,2447.0,2023-03-23,40.0,1.5,0,0,0,1,0,1,0,0,0,0,59.3235477,17.9907952
Norra Stationsgatan 53,7125000,3936.0,2023-03-23,80.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3494226,18.0434042
Warfvinges Väg 18,8230000,5729.0,2023-03-23,88.0,4.0,1,1,0,0,0,1,0,0,0,0,59.33670859999999,18.0141203
Primusgatan 82,4350000,3076.0,2023-03-23,46.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3227523,18.0035496
Nytorgsgatan 21B,4350000,2107.0,2023-03-23,47.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31543139999999,18.0814247
Fyrverkarbacken 42,11000000,3609.0,2023-03-23,123.3,5.0,1,0,0,1,0,1,0,0,0,0,59.32596110000001,18.0192463
Karlavägen 82,5350000,1457.0,2023-03-23,36.0,2.0,1,0,0,1,0,0,0,1,0,0,59.3371064,18.0918245
Torsgatan 38,8800000,3811.0,2023-03-23,83.0,3.5,1,0,0,1,0,0,0,0,0,1,59.3405737,18.0386424
Dalagatan 8,3420000,1513.0,2023-03-23,29.0,1.0,1,0,0,0,0,0,0,0,0,1,59.33673950000001,18.0508455
Lanforsvägen 27,3250000,3172.0,2023-03-23,44.2,2.0,0,0,0,0,1,0,0,0,0,0,59.3523904,18.0953999
Industrigatan 2A,5410000,2895.0,2023-03-23,53.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3366474,18.0314189
Sysslomansgatan 24,7750000,5245.0,2023-03-23,89.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3308815,18.0241341
Renstiernas Gata 30,4500000,2726.0,2023-03-23,50.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3134223,18.0846619
Rindögatan 10,3325000,1768.0,2023-03-23,30.0,1.0,1,0,0,1,1,0,0,0,0,0,59.34703320000001,18.0950337
Slipgatan 11,3950000,3205.0,2023-03-23,42.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3170059,18.0280306
Ludvigsbergsgatan 31,10500000,4709.0,2023-03-23,118.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3190795,18.0538611
Möregatan 7,3450000,2759.0,2023-03-23,37.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3118079,18.070375
Sankt Eriksplan 13,4950000,2712.0,2023-03-23,50.0,1.5,1,0,0,1,0,0,0,0,0,1,59.3392278,18.0373213
Vegagatan 18,6850000,4041.0,2023-03-23,68.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3425325,18.0503191
Torsgatan 42B,4600000,2337.0,2023-03-23,39.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34086629999999,18.0383995
